identifier,objectType,Lemma
hi:W:000016284,Word,पंकज
hi:W:000016285,Word,राजीव
hi:W:000016287,Word,सरोज
hi:W:000016288,Word,पद्म
hi:W:000016289,Word,पंकजात
hi:W:0000162810,Word,पंकजन्मा
hi:W:0000162811,Word,वारिज
hi:W:0000162812,Word,कमलिनी
hi:W:0000162814,Word,सलिलज
hi:W:0000162815,Word,पयोज
hi:W:0000162820,Word,रवींद
hi:W:0000162821,Word,रवीन्द
hi:W:0000162822,Word,अब्ज
hi:W:0000162823,Word,इंदीवर
hi:W:0000162824,Word,इन्दीवर
hi:W:0000162825,Word,इंदंबर
hi:W:0000162826,Word,इन्दम्बर
hi:W:0000162827,Word,वारिरुह
hi:W:0000162828,Word,वनरुह
hi:W:0000162829,Word,पाथोज
hi:W:0000162830,Word,पिंडपुष्प
hi:W:0000162831,Word,पिण्डपुष्प
hi:W:0000162832,Word,प्रफुला
hi:W:0000162833,Word,प्रफुल्ला
hi:W:0000162834,Word,जलेज
hi:W:0000162835,Word,जलेजात
hi:W:0000162837,Word,कंज
hi:W:0000162838,Word,कुंद
hi:W:0000162839,Word,कुन्द
hi:W:0000162840,Word,श्रीवास
hi:W:0000162841,Word,श्रीवासक
hi:W:0000162842,Word,अर्कबंधु
hi:W:0000162843,Word,अर्कबन्धु
hi:W:0000162844,Word,जलरुह
hi:W:0000162845,Word,श्रीगेह
hi:W:0000162846,Word,श्रीधाम
hi:W:0000162847,Word,शतपत्र
hi:W:0000162849,Word,शतदल
hi:W:0000162850,Word,तामरस
hi:W:0000162851,Word,पर्णसि
hi:W:0000162852,Word,आस्यपत्र
hi:W:0000162853,Word,पुरइन
hi:W:000016290,Word,बेंत
hi:W:000016291,Word,बनीर
hi:W:000016292,Word,वंजुल
hi:W:000016293,Word,वानीर
hi:W:000016294,Word,निचुल
hi:W:000016295,Word,अभ्रपुष्प
hi:W:000016296,Word,वेत्र
hi:W:000016297,Word,सुषेण
hi:W:000016300,Word,काव्य
hi:W:000016301,Word,कविता
hi:W:000016302,Word,पद्य
hi:W:000016304,Word,शायरी
hi:W:000016310,Word,गद्य
hi:W:000016320,Word,जलीय_पौधा
hi:W:000016321,Word,जलीय_पादप
hi:W:000016322,Word,जलीय_वनस्पति
hi:W:000016323,Word,हाइड्रोफाइट
hi:W:000016330,Word,दया
hi:W:000016331,Word,अनुकंपा
hi:W:000016332,Word,अनुकम्पा
hi:W:000016333,Word,कृपा
hi:W:000016334,Word,इनायत
hi:W:000016335,Word,रहम
hi:W:000016336,Word,रहमत
hi:W:000016337,Word,तरस
hi:W:000016338,Word,करुणा
hi:W:000016339,Word,अनुग्रह
hi:W:0000163310,Word,करुना
hi:W:0000163311,Word,मेहर
hi:W:0000163312,Word,अनुक्रोश
hi:W:0000163313,Word,अनुषंग
hi:W:0000163314,Word,कारुण्य
hi:W:0000163315,Word,फजल
hi:W:0000163316,Word,फजिल
hi:W:0000163321,Word,वत
hi:W:0000163322,Word,निवाजिश
hi:W:000016340,Word,स्मृतिहीनता
hi:W:000016350,Word,खगोलीय_क्षेत्र
hi:W:000016351,Word,खगोल
hi:W:000016352,Word,आकाशमंडल
hi:W:000016353,Word,नभमंडल
hi:W:000016354,Word,आकाश-मंडल
hi:W:000016355,Word,नभ-मंडल
hi:W:000016356,Word,आकाशमण्डल
hi:W:000016357,Word,आकाश-मण्डल
hi:W:000016358,Word,नभमण्डल
hi:W:000016359,Word,नभ-मण्डल
hi:W:0000163510,Word,खमंडल
hi:W:0000163511,Word,खमण्डल
hi:W:000016360,Word,पंजा
hi:W:000016370,Word,प्रक्रिया
hi:W:000016372,Word,प्रणाली
hi:W:000016373,Word,पद्धति
hi:W:000016374,Word,प्रोसेस
hi:W:000016380,Word,वस्तु_विनिमय
hi:W:000016390,Word,मुद्रा_विनिमय
hi:W:000016391,Word,मुद्रा-विनिमय
hi:W:000016392,Word,विनिमय
hi:W:000016400,Word,जूट
hi:W:000016401,Word,पटुवा
hi:W:000016402,Word,पटुआ
hi:W:000016403,Word,पटसन
hi:W:000016404,Word,पाट
hi:W:000016405,Word,पटवा
hi:W:000016406,Word,शाणि
hi:W:000016407,Word,देवा
hi:W:000016412,Word,ज़ाफ़रान
hi:W:000016413,Word,जाफरान
hi:W:000016414,Word,कुमकुम
hi:W:000016415,Word,कुंकुम
hi:W:000016416,Word,कुसुंभ
hi:W:000016417,Word,कुसुम्भ
hi:W:000016418,Word,वेर
hi:W:000016419,Word,लसा
hi:W:0000164112,Word,पिण्याक
hi:W:0000164113,Word,चारु
hi:W:0000164114,Word,रक्तांग
hi:W:000016421,Word,फ़न
hi:W:000016423,Word,हुनर
hi:W:000016424,Word,विद्या
hi:W:000016430,Word,कंदाकार_वनस्पति
hi:W:000016431,Word,कंदाकार_पादप
hi:W:000016440,Word,शारीरिक_द्रव
hi:W:000016441,Word,शारीरिक_तरल
hi:W:000016442,Word,शारीरिक_द्रव_पदार्थ
hi:W:000016443,Word,शारीरिक_तरल_पदार्थ
hi:W:000016450,Word,उच्च_न्यायालय
hi:W:000016451,Word,हाई_कोर्ट
hi:W:000016460,Word,उच्चतम_न्यायालय
hi:W:000016461,Word,सर्वोच्च_न्यायालय
hi:W:000016462,Word,सुप्रीम_कोर्ट
hi:W:000016470,Word,न्यायाधीश
hi:W:000016471,Word,जज
hi:W:000016472,Word,न्यायाधिकारी
hi:W:000016473,Word,न्यायमूर्ति
hi:W:000016474,Word,न्यायाधिपति
hi:W:000016476,Word,मुंसिफ़
hi:W:000016477,Word,मुंसिफ
hi:W:000016478,Word,अधिकर्णिक
hi:W:000016479,Word,जस्टिस
hi:W:0000164710,Word,विचारपति
hi:W:000016480,Word,कर्जदाता
hi:W:000016481,Word,क़र्ज़दाता
hi:W:000016482,Word,ऋणदाता
hi:W:000016483,Word,ऋणप्रदाता
hi:W:000016484,Word,उधारदाता
hi:W:000016485,Word,ऋण-दाता
hi:W:000016486,Word,ऋण-प्रदाता
hi:W:000016487,Word,उधार-दाता
hi:W:000016490,Word,कटघरा
hi:W:000016491,Word,कठघरा
hi:W:000016492,Word,कटहरा
hi:W:000016500,Word,अनैयायिक
hi:W:000016501,Word,अन्याय_विषयक
hi:W:000016510,Word,मतभेद
hi:W:000016511,Word,मत_भिन्नता
hi:W:000016512,Word,मतांतर
hi:W:000016514,Word,अनैक्य
hi:W:000016520,Word,छात्रा
hi:W:000016521,Word,विद्यार्थिनी
hi:W:000016530,Word,भाग्य
hi:W:000016531,Word,नसीब
hi:W:000016532,Word,किस्मत
hi:W:000016533,Word,तक़दीर
hi:W:000016534,Word,तकदीर
hi:W:000016535,Word,नियति
hi:W:000016536,Word,प्रारब्ध
hi:W:000016537,Word,मुकद्दर
hi:W:000016538,Word,मुक़द्दर
hi:W:0000165311,Word,दैव
hi:W:0000165312,Word,इक़बाल
hi:W:0000165313,Word,इकबाल
hi:W:0000165314,Word,प्राक्तन
hi:W:000016540,Word,सौभाग्य
hi:W:000016541,Word,खुशक़िस्मती
hi:W:000016542,Word,खुशनसीबी
hi:W:000016543,Word,सद्भाग्य
hi:W:000016544,Word,सआदत
hi:W:000016551,Word,धीमा
hi:W:000016553,Word,मंथर
hi:W:000016554,Word,मन्थर
hi:W:000016555,Word,मद्धिम
hi:W:000016556,Word,अरत
hi:W:000016560,Word,दूरदर्शी
hi:W:000016561,Word,अग्रसोची
hi:W:000016562,Word,आगमसोची
hi:W:000016563,Word,दूरंदेश
hi:W:000016564,Word,दीर्घप्रज्ञ
hi:W:000016565,Word,दीर्घदर्शी
hi:W:000016566,Word,आकबतअंदेश
hi:W:000016567,Word,आकबत-अंदेश
hi:W:000016568,Word,आक़बतअंदेश
hi:W:000016569,Word,आक़बत-अंदेश
hi:W:000016570,Word,अवलोकित
hi:W:000016580,Word,संवहनी_वनस्पति
hi:W:000016581,Word,संवहनी_पादप
hi:W:000016582,Word,ट्रैकियोफाइट
hi:W:000016590,Word,काष्ठीय_वनस्पति
hi:W:000016591,Word,काष्ठीय_पादप
hi:W:000016600,Word,भूतपूर्व
hi:W:000016602,Word,पूर्ववर्ती
hi:W:000016603,Word,अयथापूर्व
hi:W:000016610,Word,प्राचीन
hi:W:000016611,Word,पुराकालीन
hi:W:000016612,Word,पुरातन
hi:W:000016613,Word,पुराना
hi:W:000016614,Word,प्राक्कालीन
hi:W:000016616,Word,प्राच्य
hi:W:000016617,Word,आदिकालीन
hi:W:000016618,Word,चिरंतन
hi:W:000016619,Word,कदीम
hi:W:000016620,Word,कब
hi:W:000016621,Word,किस_समय
hi:W:000016630,Word,चूना
hi:W:000016631,Word,आहक
hi:W:000016640,Word,यौगिक_पदार्थ
hi:W:000016641,Word,यौगिक
hi:W:000016650,Word,चुटिया
hi:W:000016651,Word,चुटइया
hi:W:000016653,Word,शिखापाश
hi:W:000016655,Word,चुंदी
hi:W:000016656,Word,चुरकी
hi:W:000016658,Word,चिरकी
hi:W:000016659,Word,चिरुकी
hi:W:0000166511,Word,शिखंडिका
hi:W:000016660,Word,हथकड़ी
hi:W:000016670,Word,प्रकाशयुक्त
hi:W:000016671,Word,प्रकाशपूर्ण
hi:W:000016672,Word,दीप्तिपूर्ण
hi:W:000016675,Word,उजाला
hi:W:0000166711,Word,उजियाला
hi:W:0000166712,Word,उजेरा
hi:W:0000166713,Word,उजेला
hi:W:0000166714,Word,उजीता
hi:W:000016680,Word,वंदित
hi:W:000016681,Word,वन्दित
hi:W:000016682,Word,अभिवंदित
hi:W:000016683,Word,अभिवन्दित
hi:W:000016690,Word,द्वैतवाद
hi:W:000016691,Word,द्वैत
hi:W:000016700,Word,ओछा
hi:W:000016702,Word,कुविचारी
hi:W:000016703,Word,बदनीयत
hi:W:000016704,Word,दुराशय
hi:W:000016710,Word,टूटना
hi:W:000016711,Word,टूट
hi:W:000016724,Word,शरीफ़
hi:W:000016725,Word,शीलवान
hi:W:000016726,Word,नेक
hi:W:000016727,Word,सुप्रतीक
hi:W:000016730,Word,शिष्या
hi:W:000016731,Word,चेली
hi:W:000016732,Word,चट्टी
hi:W:000016740,Word,शर्मीला
hi:W:000016741,Word,शरमीला
hi:W:000016742,Word,लजालू
hi:W:000016743,Word,लजाऊ
hi:W:000016744,Word,लज्जालु
hi:W:000016745,Word,लजीला
hi:W:000016746,Word,लज्जाशील
hi:W:000016747,Word,लज्जावान
hi:W:000016748,Word,शरमाऊ
hi:W:000016749,Word,शरमालू
hi:W:0000167410,Word,लजाधुर
hi:W:0000167411,Word,झेंपू
hi:W:0000167412,Word,हयावान्
hi:W:0000167413,Word,अप्रतिभ
hi:W:0000167414,Word,ह्रीकु
hi:W:0000167415,Word,त्रपावत
hi:W:0000167416,Word,सलज्ज
hi:W:000016752,Word,सुजान
hi:W:000016753,Word,अभिविनीत
hi:W:000016760,Word,बदमिजाज
hi:W:000016761,Word,बदमिज़ाज
hi:W:000016762,Word,दुश्शील
hi:W:000016763,Word,कुस्वभावी
hi:W:000016764,Word,कुबुद्धि
hi:W:000016765,Word,निकृतिप्रज्ञ
hi:W:000016770,Word,उत्तर
hi:W:000016771,Word,जवाब
hi:W:000016782,Word,नौसिखिया_व्यक्ति
hi:W:000016784,Word,नव_प्रशिक्षित_व्यक्ति
hi:W:000016786,Word,रंगरूट
hi:W:000016793,Word,लंबित
hi:W:000016794,Word,लम्बित
hi:W:000016800,Word,ऊँचा
hi:W:000016801,Word,उच्च
hi:W:000016802,Word,उन्नत
hi:W:000016803,Word,तुंग
hi:W:000016804,Word,तुङ्ग
hi:W:000016805,Word,बुलंद
hi:W:000016806,Word,बुलन्द
hi:W:000016807,Word,उत्तुंग
hi:W:000016808,Word,उत्तंग
hi:W:000016809,Word,उत्तङ्ग
hi:W:0000168011,Word,अध्यारूढ़
hi:W:0000168012,Word,ऊर्द्ध्व
hi:W:0000168013,Word,ऊर्ध्व
hi:W:0000168014,Word,ऊंचा
hi:W:0000168015,Word,प्रांशु
hi:W:0000168016,Word,लंबा
hi:W:0000168017,Word,लम्बा
hi:W:000016812,Word,पुण्य
hi:W:000016813,Word,पवित्रकर्म
hi:W:000016814,Word,पुण्य_कर्म
hi:W:000016815,Word,ईमान
hi:W:000016817,Word,पुन्य
hi:W:000016818,Word,पुन्न
hi:W:000016820,Word,रक्तवर्णी
hi:W:000016821,Word,लोहित
hi:W:000016822,Word,रक्तिम
hi:W:000016823,Word,रक्ताभ
hi:W:000016824,Word,आरक्त
hi:W:000016831,Word,बाघ
hi:W:000016832,Word,व्याघ्र
hi:W:000016833,Word,नाहर
hi:W:000016835,Word,बिघार
hi:W:000016837,Word,व्यालमृग
hi:W:000016838,Word,द्वीपी
hi:W:000016839,Word,नखायुध
hi:W:0000168310,Word,नखी
hi:W:0000168311,Word,टाइगर
hi:W:000016840,Word,महापाप
hi:W:000016841,Word,महापातक
hi:W:000016850,Word,दर्द
hi:W:000016852,Word,दरद
hi:W:000016855,Word,पीर
hi:W:000016856,Word,हूक
hi:W:000016857,Word,उपताप
hi:W:000016858,Word,उत्ताप
hi:W:000016859,Word,पीरा
hi:W:0000168510,Word,तोद
hi:W:0000168511,Word,तोदन
hi:W:0000168512,Word,पिठ
hi:W:0000168513,Word,आंस
hi:W:000016860,Word,शिक्षिका
hi:W:000016861,Word,गुरुआइन
hi:W:000016862,Word,गुरुआनी
hi:W:000016863,Word,आचार्या
hi:W:000016864,Word,टीचर
hi:W:000016870,Word,नास्तिकतावाद
hi:W:000016871,Word,अनीश्वरवाद
hi:W:000016872,Word,निरीश्वरवाद
hi:W:000016880,Word,आस्तिकतावाद
hi:W:000016881,Word,अस्तित्ववाद
hi:W:000016882,Word,ईश्वरवाद
hi:W:000016890,Word,महत्वहीनता
hi:W:000016891,Word,अमहत्व
hi:W:000016892,Word,महिमाहीनता
hi:W:000016900,Word,महीना
hi:W:000016902,Word,माह
hi:W:000016920,Word,सप्ताह
hi:W:000016921,Word,हफ़्ता
hi:W:000016922,Word,हफ्ता
hi:W:000016923,Word,हप्ता
hi:W:000016940,Word,प्रदान
hi:W:000016941,Word,देना
hi:W:000016942,Word,अता
hi:W:000016960,Word,अप्रधानता
hi:W:000016961,Word,गौणता
hi:W:000016962,Word,अप्रमुखता
hi:W:000016963,Word,अप्राथमिकता
hi:W:000016970,Word,बाण
hi:W:000016971,Word,वाण
hi:W:000016972,Word,तीर
hi:W:000016973,Word,शर
hi:W:000016974,Word,बान
hi:W:000016975,Word,विहंग
hi:W:000016978,Word,शिखंडी
hi:W:000016979,Word,शिखण्डी
hi:W:0000169710,Word,सायक
hi:W:0000169713,Word,विशिख
hi:W:0000169714,Word,शायक
hi:W:0000169715,Word,पीलु
hi:W:0000169718,Word,पत्रवाह
hi:W:0000169719,Word,इशिका
hi:W:0000169720,Word,इशीका
hi:W:0000169721,Word,चित्रपुंख
hi:W:0000169722,Word,इषीका
hi:W:0000169723,Word,इषु
hi:W:0000169724,Word,प्राणशोषण
hi:W:0000169725,Word,सलाक
hi:W:0000169726,Word,मार्गन
hi:W:0000169727,Word,आशुग
hi:W:0000169728,Word,इष्य
hi:W:0000169729,Word,ईषु
hi:W:000016980,Word,शिक्षणालय
hi:W:000016981,Word,शिक्षण_संस्थान
hi:W:000016982,Word,शिक्षालय
hi:W:000016983,Word,शिक्षण_संस्था
hi:W:000016990,Word,नियुक्ति
hi:W:000016991,Word,तैनाती
hi:W:000016992,Word,नियोजन
hi:W:000016993,Word,नियोग
hi:W:000016994,Word,मुकर्ररी
hi:W:000016995,Word,अपॉइंटमेंट
hi:W:000016996,Word,अपाइंटमेंट
hi:W:000016997,Word,अपॉइन्टमेन्ट
hi:W:000016998,Word,अपाइन्टमेन्ट
hi:W:000017000,Word,चरण-रज
hi:W:000017001,Word,चरण-धूलि
hi:W:000017002,Word,पद_रज
hi:W:000017003,Word,चरणरज
hi:W:000017004,Word,चरणधूलि
hi:W:000017005,Word,पदरज
hi:W:000017006,Word,पादरज
hi:W:000017007,Word,पदार
hi:W:000017010,Word,अंश
hi:W:000017011,Word,अंश_संख्या
hi:W:000017020,Word,अल्पांश
hi:W:000017021,Word,न्यूनांश
hi:W:000017022,Word,न्यून_अंश
hi:W:000017023,Word,अल्प_अंश
hi:W:000017030,Word,अल्पसंख्यक
hi:W:000017031,Word,अल्पसंख्य
hi:W:000017040,Word,विवेकाधिकार
hi:W:000017050,Word,विशेषाधिकार
hi:W:000017051,Word,विशेष_अधिकार
hi:W:000017052,Word,प्राधिकार
hi:W:000017060,Word,दीक्षांत
hi:W:000017061,Word,दीक्षान्त
hi:W:000017070,Word,डिल्ला
hi:W:000017071,Word,ककुद
hi:W:000017072,Word,हंसकूट
hi:W:000017080,Word,शैक्षिक_योग्यता
hi:W:000017081,Word,तालीम
hi:W:000017082,Word,पढ़ाई
hi:W:000017083,Word,शिक्षा-दीक्षा
hi:W:000017090,Word,पात्रता
hi:W:000017091,Word,योग्यता
hi:W:000017092,Word,पात्रत्व
hi:W:000017093,Word,भाजनता
hi:W:000017103,Word,राजव्यवस्था
hi:W:000017104,Word,राज-व्यवस्था
hi:W:000017105,Word,राज_व्यवस्था
hi:W:000017106,Word,राज-काज
hi:W:000017107,Word,राज्य_नियम
hi:W:000017120,Word,पौराणिक_जीव
hi:W:000017121,Word,पौराणीय_जीव
hi:W:000017122,Word,पुराणीय_जीव
hi:W:000017130,Word,कुपात्रता
hi:W:000017131,Word,अपात्रता
hi:W:000017140,Word,अनुशासक
hi:W:000017150,Word,अधिकारी
hi:W:000017151,Word,अफ़सर
hi:W:000017152,Word,अफसर
hi:W:000017153,Word,हाकिम
hi:W:000017154,Word,अमाल
hi:W:000017156,Word,आमिल
hi:W:000017157,Word,आमिर
hi:W:000017158,Word,ऑफिसर
hi:W:000017159,Word,आफिसर
hi:W:000017160,Word,उच्च_पदाधिकारी
hi:W:000017161,Word,आला_अफसर
hi:W:000017162,Word,आला_अफ़सर
hi:W:000017163,Word,उच्चाधिकारी
hi:W:000017164,Word,वरिष्ठ_अधिकारी
hi:W:000017165,Word,उच्च_अधिकारी
hi:W:000017170,Word,पौराणिक_जन्तु
hi:W:000017171,Word,पुराणीय_जन्तु
hi:W:000017172,Word,पौराणिक_जंतु
hi:W:000017173,Word,पुराणीय_जंतु
hi:W:000017180,Word,पौराणिक_वनस्पति
hi:W:000017181,Word,पुराणीय_वनस्पति
hi:W:000017210,Word,कूबड़
hi:W:000017211,Word,कोहान
hi:W:000017212,Word,कुबड़
hi:W:000017213,Word,कूबर
hi:W:000017214,Word,कुब
hi:W:000017215,Word,ककूद
hi:W:000017220,Word,प्रजा
hi:W:000017221,Word,जनता
hi:W:000017222,Word,रिआया
hi:W:000017223,Word,रियाया
hi:W:000017225,Word,रैयत
hi:W:000017228,Word,राष्ट्रभृत्
hi:W:000017229,Word,परजा
hi:W:000017230,Word,बोध
hi:W:000017231,Word,संज्ञान
hi:W:000017233,Word,भान
hi:W:000017236,Word,अवबोध
hi:W:000017237,Word,अवगति
hi:W:000017238,Word,अवगम
hi:W:000017239,Word,अवभास
hi:W:000017240,Word,काँइया
hi:W:000017241,Word,काइयाँ
hi:W:000017243,Word,कौआ
hi:W:000017244,Word,काग
hi:W:000017254,Word,अभाजन
hi:W:000017260,Word,ताबूत
hi:W:000017261,Word,शवपेटी
hi:W:000017262,Word,शवपेटिका
hi:W:000017265,Word,कॉफिन
hi:W:000017270,Word,बेईमानी
hi:W:000017271,Word,बदनीयती
hi:W:000017272,Word,ख़यानत
hi:W:000017273,Word,हराम
hi:W:000017274,Word,खयानत
hi:W:000017276,Word,ईमानफ़रोशी
hi:W:000017280,Word,च्युत
hi:W:000017281,Word,हटा
hi:W:000017283,Word,अपगत
hi:W:000017293,Word,अस्थिरचित्त
hi:W:000017294,Word,उत्कंठित
hi:W:000017295,Word,उत्कण्ठित
hi:W:000017298,Word,अनुपशांत
hi:W:000017299,Word,अनेकांत
hi:W:0000172910,Word,अनेकान्त
hi:W:0000172911,Word,क्षुब्ध
hi:W:0000172915,Word,असमाहित
hi:W:0000172916,Word,दो-चित्ता
hi:W:0000172917,Word,आलोल
hi:W:0000172918,Word,आवलित
hi:W:000017300,Word,इधर
hi:W:000017301,Word,इस_ओर
hi:W:000017302,Word,यहाँ_पर
hi:W:000017303,Word,इतः
hi:W:000017304,Word,इत
hi:W:000017305,Word,इतै
hi:W:000017306,Word,इत्थे
hi:W:000017310,Word,अप्राप्ति
hi:W:000017311,Word,अनुपलब्धि
hi:W:000017312,Word,अनवाप्ति
hi:W:000017313,Word,अनागति
hi:W:000017314,Word,अनाप्ति
hi:W:000017317,Word,असिद्धि
hi:W:000017320,Word,प्राप्ति
hi:W:000017322,Word,अधिगमन
hi:W:000017323,Word,संप्राप्ति
hi:W:000017324,Word,सम्प्राप्ति
hi:W:000017326,Word,संग्रहण
hi:W:000017327,Word,सङ्ग्रहण
hi:W:000017328,Word,समवाप्ति
hi:W:000017329,Word,अवाप्ति
hi:W:0000173210,Word,आलंभ
hi:W:0000173211,Word,आलम्भ
hi:W:0000173212,Word,आलंभन
hi:W:0000173213,Word,आलम्भन
hi:W:0000173214,Word,मिलना
hi:W:000017330,Word,मूँगा
hi:W:000017331,Word,विद्रुम
hi:W:000017333,Word,समुद्रज
hi:W:000017334,Word,रत्नद्रुम
hi:W:000017335,Word,मिरंगा
hi:W:000017336,Word,भौमरत्न
hi:W:000017337,Word,सिंधुलताग्र
hi:W:000017338,Word,सिन्धुलताग्र
hi:W:000017339,Word,रक्तकंद
hi:W:0000173310,Word,रक्तकन्द
hi:W:0000173311,Word,रक्तकंदल
hi:W:0000173312,Word,रक्तकन्दल
hi:W:0000173313,Word,रक्त-वर्ण
hi:W:0000173314,Word,रत्नकंदल
hi:W:0000173315,Word,रत्नकन्दल
hi:W:0000173317,Word,हेमकंदल
hi:W:0000173318,Word,हेमकन्दल
hi:W:0000173319,Word,रक्ताकार
hi:W:000017340,Word,लहसुनियाँ
hi:W:000017341,Word,लहसुनिया
hi:W:000017342,Word,लसुनिया
hi:W:000017343,Word,वैदूर्य
hi:W:000017344,Word,केतु_रत्न
hi:W:000017345,Word,विदूरज
hi:W:000017346,Word,वैदुर्यमणि
hi:W:000017347,Word,कैतव
hi:W:000017350,Word,माणिक
hi:W:000017351,Word,मानिक
hi:W:000017352,Word,पद्मराग
hi:W:000017353,Word,माणिक्य
hi:W:000017354,Word,लाल_मणि
hi:W:000017355,Word,चुन्नी
hi:W:000017356,Word,रूबी
hi:W:000017358,Word,याकूत
hi:W:000017359,Word,पद्मराज
hi:W:0000173510,Word,रक्तोपल
hi:W:0000173511,Word,वैक्रांत
hi:W:0000173512,Word,वैक्रान्त
hi:W:0000173513,Word,वैक्रांतमणि
hi:W:0000173514,Word,वैक्रान्तमणि
hi:W:0000173515,Word,पंकजराग
hi:W:0000173516,Word,शोणितोपल
hi:W:0000173517,Word,शोणोपल
hi:W:0000173518,Word,जीर्णवज्र
hi:W:0000173521,Word,अरुणोपल
hi:W:0000173522,Word,पद्मरागमणि
hi:W:0000173523,Word,अर्काश्मा
hi:W:000017360,Word,नीलम
hi:W:000017361,Word,नील_मणि
hi:W:000017362,Word,नीलमणि
hi:W:000017363,Word,तृणग्राही
hi:W:000017364,Word,इंद्रनील
hi:W:000017365,Word,इन्द्रनील
hi:W:000017366,Word,शितिरत्न
hi:W:000017367,Word,नीलरत्न
hi:W:000017368,Word,शनिप्रिय
hi:W:000017369,Word,मणिश्याम
hi:W:000017370,Word,अल्पतः
hi:W:000017371,Word,थोड़ा-थोड़ा
hi:W:000017372,Word,थोड़ा_थोड़ा
hi:W:000017373,Word,अल्पशः
hi:W:000017380,Word,उपाध्यक्ष
hi:W:000017381,Word,वाइस_चेयरमैन
hi:W:000017390,Word,सदस्य
hi:W:000017391,Word,सभासद
hi:W:000017392,Word,मेंबर
hi:W:000017393,Word,मेम्बर
hi:W:000017400,Word,सहयोगी
hi:W:000017401,Word,सहायक
hi:W:000017402,Word,सहयोगकर्ता
hi:W:000017403,Word,सहयोग_कर्ता
hi:W:000017404,Word,असिस्टेंट
hi:W:000017405,Word,असिस्टेन्ट
hi:W:000017406,Word,मददगार
hi:W:000017407,Word,सहकारी
hi:W:000017408,Word,सहयोगी_व्यक्ति
hi:W:000017410,Word,नौकर
hi:W:000017411,Word,सेवक
hi:W:000017412,Word,दास
hi:W:000017413,Word,अनुचर
hi:W:000017415,Word,ख़ादिम
hi:W:000017416,Word,खादिम
hi:W:000017417,Word,मुलाज़िम
hi:W:000017418,Word,मुलाजिम
hi:W:000017419,Word,परिचारक
hi:W:0000174111,Word,टहलुआ
hi:W:0000174112,Word,पार्षद
hi:W:0000174113,Word,लौंडा
hi:W:0000174114,Word,अनुग
hi:W:0000174115,Word,अनुचारक
hi:W:0000174116,Word,अनुचारी
hi:W:0000174117,Word,ताबेदार
hi:W:0000174119,Word,पाबंद
hi:W:0000174120,Word,पाबन्द
hi:W:0000174123,Word,अभिचर
hi:W:0000174124,Word,भृत्य
hi:W:0000174125,Word,गण
hi:W:0000174127,Word,अभिसारी
hi:W:0000174129,Word,पारिकुट
hi:W:0000174130,Word,माहली
hi:W:0000174133,Word,अवराधक
hi:W:0000174134,Word,आज्ञापालक
hi:W:0000174135,Word,चकरिया
hi:W:0000174136,Word,चकरिहा
hi:W:0000174138,Word,भट
hi:W:000017420,Word,परसों
hi:W:000017430,Word,चक्रवर्ती_राजा
hi:W:000017431,Word,महाराजा
hi:W:000017432,Word,महाराज
hi:W:000017433,Word,आसमुद्रान्त
hi:W:000017440,Word,रानी
hi:W:000017441,Word,बेग़म
hi:W:000017442,Word,बेगम
hi:W:000017443,Word,मल्लिका
