identifier,objectType,Lemma
hi:W:0000001324,Word,अनघोर
hi:W:0000001325,Word,अनय
hi:W:0000001326,Word,अनियाउ
hi:W:0000001327,Word,अनीत
hi:W:0000001328,Word,अनै
hi:W:0000001329,Word,अपाव
hi:W:0000001330,Word,अभिद्रोह
hi:W:0000001331,Word,प्रमाथ
hi:W:0000001332,Word,अमानी
hi:W:000000140,Word,घोटाला
hi:W:000000141,Word,गोलमाल
hi:W:000000142,Word,घपला
hi:W:000000143,Word,धाँधली
hi:W:000000144,Word,हेराफेरी
hi:W:000000145,Word,हेरफेर
hi:W:000000146,Word,धांधली
hi:W:000000147,Word,हेर-फेर
hi:W:000000148,Word,हेरा-फेरी
hi:W:000000149,Word,झोल-झाल
hi:W:000000150,Word,विटामिन
hi:W:000000151,Word,विटैमिन
hi:W:000000152,Word,खाद्योज
hi:W:000000160,Word,सच्चरित्रता
hi:W:000000161,Word,सच्चरितता
hi:W:000000170,Word,मनमानी
hi:W:000000171,Word,मनमर्जी
hi:W:000000172,Word,मनमर्ज़ी
hi:W:000000173,Word,स्वेच्छाचार
hi:W:000000174,Word,अवसर्ग
hi:W:000000175,Word,पशुचर्या
hi:W:000000180,Word,दुष्कर्म
hi:W:000000181,Word,कुकर्म
hi:W:000000182,Word,अपकर्म
hi:W:000000183,Word,पापकर्म
hi:W:000000184,Word,बुरा_कर्म
hi:W:000000185,Word,अनैतिक_कार्य
hi:W:000000186,Word,अकर्म
hi:W:000000187,Word,अक्रिया
hi:W:000000188,Word,अपक्रिया
hi:W:000000189,Word,विकर्म
hi:W:0000001810,Word,बदकारी
hi:W:000000190,Word,अनाज
hi:W:000000191,Word,अन्न
hi:W:000000192,Word,खाद्यान्न
hi:W:000000193,Word,धान्य
hi:W:000000194,Word,गल्ला
hi:W:000000195,Word,ग़ल्ला
hi:W:000000196,Word,शस्य
hi:W:000000197,Word,वाज
hi:W:000000198,Word,इड़
hi:W:000000199,Word,इरा
hi:W:0000001910,Word,सस्य
hi:W:000000200,Word,खाद्य_वस्तु
hi:W:000000201,Word,खाद्य_पदार्थ
hi:W:000000202,Word,खाद्यवस्तु
hi:W:000000203,Word,खाद्यपदार्थ
hi:W:000000204,Word,आहार
hi:W:000000205,Word,खाद्य
hi:W:000000206,Word,भोज्य_पदार्थ
hi:W:000000207,Word,खाद्य_सामग्री
hi:W:000000208,Word,खाद्य-सामग्री
hi:W:000000209,Word,आहार_पदार्थ
hi:W:0000002011,Word,आहर
hi:W:0000002012,Word,खाना
hi:W:0000002013,Word,फूड
hi:W:0000002014,Word,रसद
hi:W:0000002015,Word,अर्क
hi:W:0000002017,Word,तआम
hi:W:000000210,Word,अनुभवहीन
hi:W:000000211,Word,कच्चा
hi:W:000000212,Word,अल्हड़
hi:W:000000213,Word,अव्युत्पन्न
hi:W:000000214,Word,अनभिज्ञ
hi:W:000000215,Word,अनुभवरहित
hi:W:000000220,Word,अनाड़ी
hi:W:000000221,Word,अप्रवीण
hi:W:000000222,Word,अकुशल
hi:W:000000223,Word,अदक्ष
hi:W:000000224,Word,अनिपुण
hi:W:000000225,Word,अधकचरा
hi:W:000000226,Word,अनाप्त
hi:W:000000227,Word,अनारी
hi:W:000000228,Word,अनैपुण
hi:W:000000229,Word,अपटु
hi:W:0000002210,Word,अपाटव
hi:W:0000002211,Word,अपात्र
hi:W:0000002213,Word,अविज्ञ
hi:W:0000002214,Word,अशिक्षित
hi:W:000000230,Word,अयोग्य
hi:W:000000231,Word,नाक़ाबिल
hi:W:000000232,Word,नाकाबिल
hi:W:000000233,Word,नालायक
hi:W:000000234,Word,ना-लायक
hi:W:000000235,Word,अनलायक
hi:W:000000236,Word,कुपात्र
hi:W:000000238,Word,अनधिकारी
hi:W:000000239,Word,अलायक
hi:W:0000002310,Word,अयोग
hi:W:0000002311,Word,अयथा
hi:W:0000002312,Word,अयुक्त
hi:W:0000002313,Word,अनर्ह
hi:W:0000002314,Word,अपारग
hi:W:0000002315,Word,अप्रभु
hi:W:0000002316,Word,अयुक्तरूप
hi:W:0000002317,Word,असमर्थ
hi:W:000000240,Word,शेरनी
hi:W:000000241,Word,मादा_बाघ
hi:W:000000242,Word,मादा_व्याघ्र
hi:W:000000243,Word,बाघिन
hi:W:000000244,Word,व्याघ्री
hi:W:000000250,Word,नौसिखिया
hi:W:000000252,Word,नव_प्रशिक्षित
hi:W:000000253,Word,नौसिखुआ
hi:W:000000254,Word,नया
hi:W:000000255,Word,नौसिख
hi:W:000000256,Word,नवसिखुआ
hi:W:000000257,Word,नवसिखा
hi:W:000000258,Word,असिद्ध
hi:W:000000259,Word,अनभ्यस्त
hi:W:0000002510,Word,अपक्व
hi:W:0000002511,Word,न्यू
hi:W:000000260,Word,फूहड़
hi:W:000000261,Word,बेशऊर
hi:W:000000270,Word,मूर्ख
hi:W:000000271,Word,बेवकूफ़
hi:W:000000272,Word,मूढ़
hi:W:000000273,Word,बुद्धू
hi:W:000000274,Word,जड़
hi:W:000000275,Word,उज़बक
hi:W:000000276,Word,उजबक
hi:W:000000277,Word,भोंदू
hi:W:000000278,Word,गँवार
hi:W:000000279,Word,नासमझ
hi:W:0000002710,Word,नादान
hi:W:0000002711,Word,अज्ञानी
hi:W:0000002712,Word,बुद्धिहीन
hi:W:0000002713,Word,बुधंगड़
hi:W:0000002714,Word,मूरख
hi:W:0000002715,Word,उजड्ड
hi:W:0000002716,Word,भुच्च
hi:W:0000002717,Word,भुच्चड़
hi:W:0000002718,Word,अहमक
hi:W:0000002719,Word,अहमक़
hi:W:0000002720,Word,बावला
hi:W:0000002721,Word,बावरा
hi:W:0000002722,Word,पोंगा
hi:W:0000002723,Word,अंध
hi:W:0000002724,Word,अन्ध
hi:W:0000002725,Word,अचतुर
hi:W:0000002726,Word,अचेत
hi:W:0000002727,Word,अज्ञान
hi:W:0000002728,Word,बेसमझ
hi:W:0000002729,Word,चूतिया
hi:W:0000002730,Word,घनचक्कर
hi:W:0000002731,Word,भकुआ
hi:W:0000002732,Word,भकुवा
hi:W:0000002733,Word,अनसमझ
hi:W:0000002734,Word,जाहिल
hi:W:0000002735,Word,अपंडित
hi:W:0000002736,Word,चंडूल
hi:W:0000002737,Word,गावदी
hi:W:0000002738,Word,बिलल्ला
hi:W:0000002739,Word,मतिहीन
hi:W:0000002740,Word,मूढ़ात्मा
hi:W:0000002741,Word,मूढ़मति
hi:W:0000002742,Word,बेवकूफ
hi:W:0000002744,Word,ना-लायाक
hi:W:0000002745,Word,मुहिर
hi:W:0000002746,Word,अबुध
hi:W:0000002747,Word,अबुझ
hi:W:0000002748,Word,अबूझ
hi:W:0000002749,Word,गंवार
hi:W:0000002750,Word,अबोध
hi:W:0000002751,Word,चभोक
hi:W:0000002752,Word,बकलोल
hi:W:0000002753,Word,घोंघा
hi:W:0000002754,Word,निर्बुद्धि
hi:W:0000002755,Word,अयाना
hi:W:0000002756,Word,चुग़द
hi:W:0000002757,Word,चुगद
hi:W:0000002758,Word,माठू
hi:W:0000002759,Word,मूसलचंद
hi:W:0000002760,Word,मूसलचन्द
hi:W:0000002761,Word,मूसरचंद
hi:W:0000002762,Word,मूसरचन्द
hi:W:0000002763,Word,शीन
hi:W:0000002764,Word,बाँगड़ू
hi:W:0000002765,Word,मुग्धमति
hi:W:0000002766,Word,पामर
hi:W:0000002767,Word,अर्भक
hi:W:0000002768,Word,अरभक
hi:W:0000002769,Word,अल्पबुद्धि
hi:W:0000002770,Word,जड़मति
hi:W:0000002771,Word,अविचक्षण
hi:W:0000002772,Word,अविद
hi:W:0000002773,Word,अविद्य
hi:W:0000002774,Word,अविद्वान
hi:W:0000002775,Word,मूसर
hi:W:0000002776,Word,लघुमति
hi:W:0000002777,Word,गबरगंड
hi:W:0000002778,Word,अविबुध
hi:W:0000002779,Word,मंद
hi:W:0000002780,Word,मन्द
hi:W:0000002781,Word,घामड़
hi:W:0000002782,Word,बेअक़्ल
hi:W:0000002783,Word,बेअक्ल
hi:W:0000002784,Word,बेअक़ल
hi:W:0000002785,Word,बेअकल
hi:W:0000002786,Word,बोदा
hi:W:0000002787,Word,बोद्दा
hi:W:0000002788,Word,बोबा
hi:W:000000280,Word,अप्रचलित
hi:W:000000281,Word,अप्रचरित
hi:W:000000282,Word,अव्यवहृत
hi:W:000000283,Word,अप्रयुक्त
hi:W:000000284,Word,आउटडेटेड
hi:W:000000285,Word,आउट_आफ_डेट
hi:W:000000290,Word,प्रवीण
hi:W:000000291,Word,निपुण
hi:W:000000292,Word,पारंगत
hi:W:000000293,Word,दक्ष
hi:W:000000294,Word,कर्मदक्ष
hi:W:000000295,Word,माहिर
hi:W:000000296,Word,अभ्यस्त
hi:W:000000297,Word,क़ाबिल
hi:W:000000298,Word,कुशल
hi:W:000000299,Word,होशियार
hi:W:0000002910,Word,पक्का
hi:W:0000002911,Word,सिद्धहस्त
hi:W:0000002912,Word,शातिर
hi:W:0000002913,Word,पटु
hi:W:0000002914,Word,पका
hi:W:0000002915,Word,निष्णात
hi:W:0000002916,Word,परिपक्व
hi:W:0000002917,Word,कार्यकुशल
hi:W:0000002918,Word,मँजा
hi:W:0000002919,Word,मँजा_हुआ
hi:W:0000002920,Word,मंजा
hi:W:0000002921,Word,मंजा_हुआ
hi:W:0000002922,Word,मँझा
hi:W:0000002923,Word,मँझा_हुआ
hi:W:0000002924,Word,मंझा
hi:W:0000002925,Word,मंझा_हुआ
hi:W:0000002926,Word,करतबी
hi:W:0000002927,Word,करतबिया
hi:W:0000002928,Word,विचक्षण
hi:W:0000002929,Word,अभिज्ञ
hi:W:0000002930,Word,अभ्यासी
hi:W:0000002931,Word,आप्त
hi:W:0000002932,Word,धौंताल
hi:W:0000002933,Word,अवसित
hi:W:0000002934,Word,संसिद्ध
hi:W:0000002935,Word,आकर
hi:W:0000002936,Word,आगर
hi:W:0000002937,Word,प्रवण
hi:W:0000002938,Word,आढ़
hi:W:000000300,Word,योग्य
hi:W:000000301,Word,काबिल
hi:W:000000302,Word,समर्थ
hi:W:000000303,Word,हुनरमंद
hi:W:000000304,Word,हुनरमन्द
hi:W:000000305,Word,लायक
hi:W:000000306,Word,लायक़
hi:W:000000307,Word,सलीकेमंद
hi:W:000000308,Word,सलीक़ेमंद
hi:W:000000309,Word,सलीकेमन्द
hi:W:0000003010,Word,सलीक़ेमन्द
hi:W:0000003011,Word,सलीक़ामंद
hi:W:0000003012,Word,सलीक़ामन्द
hi:W:0000003013,Word,सलीकामंद
hi:W:0000003014,Word,सलीकामन्द
hi:W:0000003015,Word,उपयुक्त
hi:W:0000003016,Word,उदात्त
hi:W:0000003017,Word,अभिजात
hi:W:0000003018,Word,अलम्
hi:W:0000003019,Word,अलं
hi:W:000000310,Word,सभ्य
hi:W:000000311,Word,भद्र
hi:W:000000312,Word,शिष्ट
hi:W:000000313,Word,शालीन
hi:W:000000314,Word,सुशील
hi:W:000000315,Word,शील
hi:W:000000316,Word,तमीज़दार
hi:W:000000317,Word,तमीजदार
hi:W:000000318,Word,आचारवान्
hi:W:000000319,Word,आचारवान
hi:W:0000003110,Word,आचारी
hi:W:0000003111,Word,अनवर
hi:W:0000003112,Word,नसतालीक
hi:W:0000003113,Word,नसतालीक़
hi:W:0000003114,Word,प्रश्रयी
hi:W:0000003123,Word,अशराफ
hi:W:0000003124,Word,अशराफ़
hi:W:0000003125,Word,तहज़ीबयाफ़्ता
hi:W:0000003126,Word,तहज़ीब-याफ़्ता
hi:W:0000003127,Word,तहजीब-याफ्ता
hi:W:000000320,Word,अच्छा
hi:W:000000321,Word,भला
hi:W:000000322,Word,बढ़िया
hi:W:000000323,Word,लतीफ़
hi:W:000000330,Word,नरभक्षी
hi:W:000000331,Word,आदमखोर
hi:W:000000332,Word,आदमख़ोर
hi:W:000000333,Word,नरभक्षक
hi:W:000000334,Word,मनुष्यभक्षी
hi:W:000000335,Word,मानवभक्षी
hi:W:000000336,Word,मानवभक्षक
hi:W:000000337,Word,मर्दुमखोर
hi:W:000000338,Word,मर्दुमख़ोर
hi:W:000000339,Word,मनुजाद
hi:W:0000003310,Word,नृजग्ध
hi:W:000000340,Word,नवरत्न
hi:W:000000341,Word,नवरतन
hi:W:000000342,Word,नौरत्न
hi:W:000000343,Word,नौ_रत्न
hi:W:000000350,Word,अनाथ
hi:W:000000351,Word,यतीम
hi:W:000000352,Word,लावारिस
hi:W:000000353,Word,ला-वारिस
hi:W:000000354,Word,बेकस
hi:W:000000355,Word,निगोड़ा_नाथा
hi:W:000000356,Word,छेमंड
hi:W:000000357,Word,बैतला
hi:W:000000358,Word,मुरहा
hi:W:000000359,Word,टूगर
hi:W:000000360,Word,असहाय
hi:W:000000361,Word,निस्सहाय
hi:W:000000362,Word,निःसहाय
hi:W:000000363,Word,बेसहारा
hi:W:000000365,Word,निराश्रित
hi:W:000000366,Word,निराश्रय
hi:W:000000367,Word,अनाश्रित
hi:W:000000368,Word,आश्रयहीन
hi:W:000000369,Word,अपाश्रय
hi:W:0000003610,Word,निरवलंब
hi:W:0000003611,Word,अवलंबहीन
hi:W:0000003612,Word,अवलंबनहीन
hi:W:0000003613,Word,निरवलम्ब
hi:W:0000003614,Word,अवलम्बहीन
hi:W:0000003615,Word,अवलम्बनहीन
hi:W:0000003616,Word,बेचारा
hi:W:0000003617,Word,बपुरा
hi:W:0000003618,Word,बापुरा
hi:W:0000003619,Word,अनवस्थित
hi:W:0000003621,Word,नालंब
hi:W:0000003622,Word,अशरण
hi:W:0000003623,Word,असरन
hi:W:0000003624,Word,असहाय्य
hi:W:000000370,Word,पितृहीन
hi:W:000000371,Word,पितृविहीन
hi:W:000000372,Word,पिताहीन
hi:W:000000373,Word,पितविहीन
hi:W:000000374,Word,तातहीन
hi:W:000000375,Word,अपितृ
hi:W:000000376,Word,अपितृक
hi:W:000000380,Word,साधनहीन
hi:W:000000381,Word,साधनविहीन
hi:W:000000382,Word,साधनरहित
hi:W:000000390,Word,सनाथ
hi:W:000000400,Word,गीदड़ी
hi:W:000000401,Word,सियारिन
hi:W:000000402,Word,सियारनी
hi:W:000000403,Word,जंबुकी
hi:W:000000404,Word,जम्बुकी
hi:W:000000405,Word,शृगाली
hi:W:000000406,Word,शृगालिका
hi:W:000000407,Word,लोपापिका
hi:W:000000408,Word,लोमाशिका
hi:W:000000409,Word,लोमसिक
hi:W:0000004010,Word,सृगाली
hi:W:0000004011,Word,सृगालिका
hi:W:0000004012,Word,दीप्तजिह्वा
hi:W:0000004013,Word,शिवा
hi:W:0000004014,Word,वामी
hi:W:000000410,Word,ससहाय
hi:W:000000411,Word,सहायकयुक्त
hi:W:000000412,Word,सहायतायुक्त
hi:W:000000420,Word,मातृहीन
hi:W:000000421,Word,माताहीन
hi:W:000000422,Word,मातृविहीन
hi:W:000000423,Word,माताविहीन
hi:W:000000424,Word,अमातृक
hi:W:000000430,Word,साधन_सम्पन्न
hi:W:000000431,Word,साधन_संपन्न
hi:W:000000432,Word,साधनयुक्त
hi:W:000000433,Word,साधनपूर्ण
hi:W:000000440,Word,अपमान
hi:W:000000441,Word,अनादर
hi:W:000000442,Word,बेइज्जती
hi:W:000000443,Word,बे-इज्जती
hi:W:000000444,Word,निरादर
hi:W:000000445,Word,तिरस्कार
hi:W:000000446,Word,असत्कार
hi:W:000000447,Word,असम्मान
hi:W:000000448,Word,तौहीन
hi:W:000000449,Word,तोहीनी
hi:W:0000004410,Word,जिल्लत
hi:W:0000004411,Word,ज़िल्लत
hi:W:0000004412,Word,फ़ज़ीअत
hi:W:0000004413,Word,फ़ज़ीहत
hi:W:0000004414,Word,फजीअत
hi:W:0000004415,Word,फजीहत
hi:W:0000004416,Word,अवमान
hi:W:0000004417,Word,अवमानना
hi:W:0000004418,Word,अवमानन
hi:W:0000004419,Word,मानध्वंस
hi:W:0000004420,Word,मानभंग
hi:W:0000004421,Word,पराभव
hi:W:0000004422,Word,बेक़दरी
hi:W:0000004423,Word,बेकदरी
hi:W:0000004424,Word,भद्द
hi:W:0000004425,Word,हिक़ारत
hi:W:0000004426,Word,हक़ारत
hi:W:0000004427,Word,हिकारत
hi:W:0000004428,Word,हकारत
hi:W:0000004429,Word,हेठी
hi:W:0000004430,Word,अधिक्षेप
hi:W:0000004431,Word,अपकर्ष
hi:W:0000004432,Word,अपचार
hi:W:0000004433,Word,अपध्वंस
hi:W:0000004434,Word,बेक़द्री
hi:W:0000004435,Word,बेकद्री
hi:W:0000004436,Word,अपहेला
hi:W:0000004437,Word,अपूजा
hi:W:0000004438,Word,अप्रतिष्ठा
hi:W:0000004439,Word,अभिभव
hi:W:0000004440,Word,अमर्यादा
hi:W:0000004441,Word,अमानना
hi:W:0000004442,Word,अमानत
hi:W:0000004443,Word,व्यतीपात
hi:W:0000004444,Word,अलीक
hi:W:0000004445,Word,अल्पीकरण
hi:W:0000004446,Word,अवगणन
hi:W:0000004447,Word,अवग्रहण
hi:W:0000004448,Word,अवज्ञा
hi:W:0000004449,Word,तिरस्क्रिया
hi:W:0000004450,Word,अवधीरणा
hi:W:0000004451,Word,अवमति
hi:W:0000004452,Word,अवलीला
hi:W:0000004453,Word,अवहेल
hi:W:0000004454,Word,अवहेलन
hi:W:0000004455,Word,अवहेलना
hi:W:0000004456,Word,अवहेला
hi:W:0000004457,Word,अवाङ्ज्ञान
hi:W:0000004458,Word,गंजन
hi:W:0000004459,Word,गञ्जन
hi:W:0000004460,Word,विमानना
hi:W:0000004461,Word,परिभाव
hi:W:0000004462,Word,परीभाव
hi:W:0000004463,Word,उपक्रोश
hi:W:000000450,Word,अशिष्टता
hi:W:000000451,Word,अभद्रता
hi:W:000000452,Word,बदतमीज़ी
hi:W:000000453,Word,बदतमीजी
hi:W:000000454,Word,बेअदबी
hi:W:000000455,Word,बेहूदगी
hi:W:000000456,Word,असभ्यता
hi:W:000000457,Word,अशालीनता
hi:W:000000458,Word,गुस्ताखी
hi:W:000000459,Word,गुस्ताख़ी
hi:W:0000004510,Word,उजड्डपन
hi:W:0000004511,Word,असाधुता
hi:W:0000004512,Word,असाधुत्व
hi:W:0000004513,Word,असभई
hi:W:000000460,Word,सम्मान
hi:W:000000461,Word,आदर
hi:W:000000462,Word,इज़्ज़त
hi:W:000000463,Word,इज्जत
hi:W:000000464,Word,मान
hi:W:000000465,Word,ख़ातिर
hi:W:000000466,Word,सत्कार
hi:W:000000467,Word,खातिर
hi:W:000000468,Word,लिहाज
hi:W:000000469,Word,लिहाज़
hi:W:0000004610,Word,कद्र
hi:W:0000004611,Word,क़दर
hi:W:0000004612,Word,कदर
hi:W:0000004613,Word,अभिनंदन
hi:W:0000004614,Word,अभिनन्दन
hi:W:0000004615,Word,अभिमति
hi:W:0000004616,Word,अर्हण
hi:W:0000004617,Word,इकराम
hi:W:000000470,Word,ईश्वर
hi:W:000000471,Word,भगवान
hi:W:000000472,Word,भगवान्
hi:W:000000473,Word,भगवत्
hi:W:000000474,Word,प्रभु
hi:W:000000475,Word,परमेश्वर
hi:W:000000476,Word,परमात्मा
hi:W:000000477,Word,जगदीश
hi:W:000000478,Word,जगन्नाथ
hi:W:000000479,Word,अखिलात्मा
hi:W:0000004710,Word,विश्वात्मा
hi:W:0000004711,Word,त्रिलोकपति
hi:W:0000004712,Word,त्रिलोकीनाथ
hi:W:0000004713,Word,त्रिलोकेश
hi:W:0000004714,Word,त्रिलोकी
hi:W:0000004715,Word,विश्वनाथ
hi:W:0000004716,Word,विश्वंभर
hi:W:0000004717,Word,विश्वम्भर
hi:W:0000004718,Word,विश्वपति
hi:W:0000004719,Word,जगदीश्वर
hi:W:0000004720,Word,देवेश
hi:W:0000004721,Word,जगदानंद
hi:W:0000004722,Word,जगदाधार
hi:W:0000004723,Word,ऊपरवाला
hi:W:0000004724,Word,विधाता
hi:W:0000004725,Word,साँई
hi:W:0000004726,Word,सांई
hi:W:0000004727,Word,कर्त्ता
hi:W:0000004728,Word,कर्तार
hi:W:0000004729,Word,करतार
hi:W:0000004730,Word,कर्ता
hi:W:0000004731,Word,ईश
hi:W:0000004732,Word,परमपिता
hi:W:0000004733,Word,कर्ता-धर्ता
hi:W:0000004734,Word,कर्ताधर्ता
hi:W:0000004735,Word,कर्ता_धर्ता
hi:W:0000004736,Word,ठाकुर
hi:W:0000004737,Word,ठाकुरजी
hi:W:0000004738,Word,अखिलेश
hi:W:0000004739,Word,अखिलेश्वर
hi:W:0000004740,Word,दीनबंधु
hi:W:0000004741,Word,दीनबन्धु
hi:W:0000004742,Word,दीन-बन्धु
hi:W:0000004743,Word,दीनानाथ
hi:W:0000004744,Word,जाने-जहाँ
hi:W:0000004745,Word,जाने-जाँ
hi:W:0000004746,Word,अधिपुरुष
hi:W:0000004747,Word,नाथ
hi:W:0000004748,Word,जीवेश
hi:W:0000004749,Word,चिन्मय
hi:W:0000004750,Word,योजन
hi:W:0000004751,Word,परमानंद
hi:W:0000004752,Word,परमानन्द
hi:W:0000004753,Word,वैश्वानर
hi:W:0000004754,Word,मंगलालय
hi:W:0000004755,Word,जगत्सेतु
hi:W:0000004756,Word,वासु
hi:W:0000004757,Word,दई
hi:W:0000004758,Word,विश्वधाम
hi:W:0000004759,Word,विश्वपा
hi:W:0000004760,Word,विश्वभर्ता
hi:W:0000004761,Word,विश्वभाव
hi:W:0000004762,Word,विश्वभावन
hi:W:0000004763,Word,विश्वभुज
hi:W:0000004764,Word,जगन्नियंता
hi:W:0000004765,Word,जगन्नियन्ता
hi:W:0000004766,Word,जगन्निवास
hi:W:0000004767,Word,जगद्योनि
hi:W:0000004768,Word,किबलाआलम
hi:W:0000004769,Word,क़िबलाआलम
hi:W:0000004770,Word,किबला-आलम
hi:W:0000004771,Word,क़िबला-आलम
hi:W:0000004772,Word,त्रयीमय
hi:W:0000004773,Word,चिंतामणि
hi:W:0000004774,Word,चिन्तामणि
hi:W:0000004775,Word,तमोनुद
hi:W:0000004776,Word,त्रिपाद
hi:W:0000004777,Word,अर्य
hi:W:0000004778,Word,अर्य्य
hi:W:0000004779,Word,अविनश्वर
hi:W:0000004780,Word,प्रधानात्मा
hi:W:0000004781,Word,भवेश
hi:W:0000004782,Word,तोयात्मा
hi:W:0000004783,Word,अव्यय
hi:W:0000004784,Word,अशरीर
hi:W:0000004785,Word,आदिकर्ता
hi:W:0000004786,Word,आदिकर्त्ता
hi:W:0000004787,Word,दहराकाश
hi:W:0000004788,Word,चिदाकाश
hi:W:0000004789,Word,आदिकारण
hi:W:0000004790,Word,भवधरण
hi:W:0000004791,Word,अंतर्ज्योति
hi:W:0000004792,Word,अन्तर्ज्योति
hi:W:0000004793,Word,कामद
hi:W:0000004794,Word,अंतर्यामी
hi:W:0000004795,Word,अन्तर्यामी
hi:W:0000004796,Word,इलाही
hi:W:0000004797,Word,इश्व
hi:W:0000004798,Word,इसर
hi:W:0000004799,Word,ईशान
hi:W:00000047100,Word,ईस
hi:W:00000047101,Word,ईसर
hi:W:00000047102,Word,नित्यमुक्त
hi:W:00000047103,Word,वरेश
hi:W:00000047104,Word,विभु
hi:W:00000047105,Word,सद्गुरु
hi:W:00000047106,Word,सतगुरु
hi:W:00000047107,Word,करुण
hi:W:00000047109,Word,खालिक
