identifier,objectType,Lemma
hi:W:000076425,Word,इँडुवा
hi:W:000076426,Word,इंदुआ
hi:W:000076427,Word,इन्दुआ
hi:W:0000764210,Word,ईंड़ुरी
hi:W:0000764211,Word,ईंडुरी
hi:W:0000764212,Word,गेंड़ुरी
hi:W:0000764213,Word,ईंडवा
hi:W:0000764215,Word,ईंडुआ
hi:W:0000764216,Word,ईड़री
hi:W:000076431,Word,परलोक_सिधारना
hi:W:000076434,Word,दम_तोड़ना
hi:W:000076435,Word,चल_बसना
hi:W:000076436,Word,मौत_होना
hi:W:000076437,Word,अलविदा_कहना
hi:W:000076439,Word,ढेर_होना
hi:W:0000764310,Word,प्राण_त्यागना
hi:W:0000764311,Word,प्राण_निकलना
hi:W:0000764312,Word,जान_जाना
hi:W:0000764313,Word,जान_चली_जाना
hi:W:0000764314,Word,आँख_मूँदना
hi:W:0000764315,Word,आंख_मूंदना
hi:W:0000764318,Word,नहीं_रहना
hi:W:000076440,Word,उजाड़ना
hi:W:000076441,Word,उजाड़_देना
hi:W:000076442,Word,नष्ट_करना
hi:W:000076443,Word,ख़ाक_करना
hi:W:000076444,Word,नाश_करना
hi:W:000076446,Word,चौपट_करना
hi:W:000076447,Word,ध्वस्त_करना
hi:W:000076448,Word,उदासना
hi:W:0000764413,Word,उजारना
hi:W:0000764414,Word,उज्जारना
hi:W:0000764416,Word,उड़ासना
hi:W:0000764418,Word,उकुसना
hi:W:000076450,Word,पोछना
hi:W:000076451,Word,पोंछना
hi:W:000076460,Word,इंद्रप्रस्थ
hi:W:000076461,Word,इन्द्रप्रस्थ
hi:W:000076462,Word,मघवाप्रस्थ
hi:W:000076470,Word,मिठाई
hi:W:000076472,Word,मिष्टान्न
hi:W:000076480,Word,मापित
hi:W:000076481,Word,नपा_हुआ
hi:W:000076482,Word,मापा_हुआ
hi:W:000076490,Word,चंगुल
hi:W:000076491,Word,चुंगल
hi:W:000076500,Word,अनवट
hi:W:000076510,Word,मायावाद
hi:W:000076512,Word,असत्यवाद
hi:W:000076513,Word,असद्वाद
hi:W:000076520,Word,मिनट
hi:W:000076521,Word,मिनिट
hi:W:000076530,Word,काली_मिर्च
hi:W:000076531,Word,काली_मिरच
hi:W:000076532,Word,गोल_मिर्च
hi:W:000076533,Word,मिर्च
hi:W:000076534,Word,कोलक
hi:W:000076535,Word,शाकांग
hi:W:000076536,Word,मरीच
hi:W:000076540,Word,लाल_मिर्च
hi:W:000076541,Word,लालमिर्च
hi:W:000076542,Word,लाल_मिरची
hi:W:000076551,Word,अभिसरण
hi:W:000076552,Word,अभिसरन
hi:W:000076560,Word,संगम
hi:W:000076561,Word,सङ्गम
hi:W:000076570,Word,चरसी
hi:W:000076571,Word,चरसिया
hi:W:000076580,Word,प्रशासक
hi:W:000076590,Word,कमली
hi:W:000076591,Word,कामली
hi:W:000076592,Word,कमरी
hi:W:000076601,Word,एकत्र_होना
hi:W:000076602,Word,जमा_होना
hi:W:000076603,Word,एकत्रित_होना
hi:W:000076605,Word,इकट्ठा_होना
hi:W:000076606,Word,गोलियाना
hi:W:000076607,Word,अगटना
hi:W:000076609,Word,घुमड़ना
hi:W:000076610,Word,गर्भपात
hi:W:000076630,Word,प्राप्त_होना
hi:W:000076632,Word,हासिल_होना
hi:W:000076634,Word,उपलब्ध_होना
hi:W:000076635,Word,मयस्सर_होना
hi:W:000076637,Word,नसीब_होना
hi:W:000076638,Word,हाथ_लगना
hi:W:000076639,Word,हाथ_आना
hi:W:000076640,Word,भेंट_करना
hi:W:000076642,Word,भेंटना
hi:W:000076643,Word,मुलाकात_करना
hi:W:000076644,Word,मुलाक़ात_करना
hi:W:000076650,Word,समांतर
hi:W:000076651,Word,समानांतर
hi:W:000076652,Word,समान्तर
hi:W:000076653,Word,समानान्तर
hi:W:000076670,Word,हेरोइन
hi:W:000076681,Word,अरबी_प्रायद्वीप
hi:W:000076690,Word,संगम_होना
hi:W:000076692,Word,मिलन_होना
hi:W:000076703,Word,संयुक्त_होना
hi:W:000076704,Word,संलग्न_होना
hi:W:000076705,Word,संबंध_होना
hi:W:000076706,Word,संबद्ध_होना
hi:W:000076710,Word,घुलना
hi:W:000076720,Word,अरबी
hi:W:000076721,Word,अरबी_भाषा
hi:W:000076722,Word,अरबी-भाषा
hi:W:000076723,Word,ताजी
hi:W:000076724,Word,ताज़ी
hi:W:000076734,Word,नेत्रगोलक
hi:W:000076735,Word,नेत्रपिंड
hi:W:000076736,Word,नेत्र-पिंड
hi:W:000076737,Word,नेत्रपिण्ड
hi:W:000076738,Word,नेत्र-पिण्ड
hi:W:000076741,Word,जमा_करना
hi:W:000076742,Word,जुटाना
hi:W:000076743,Word,संचित_करना
hi:W:000076746,Word,एकत्र_करना
hi:W:000076747,Word,संग्रह_करना
hi:W:000076748,Word,संग्रहना
hi:W:000076750,Word,बूंदी_शहर
hi:W:000076752,Word,बूँदी_शहर
hi:W:000076760,Word,गुड़गुड़ी
hi:W:000076781,Word,मिश्रा
hi:W:000076790,Word,फेंटाई
hi:W:000076791,Word,फिंटाई
hi:W:000076802,Word,अरबवासी
hi:W:000076803,Word,अरब_वासी
hi:W:000076804,Word,अरब-वासी
hi:W:000076810,Word,सिगरेट
hi:W:000076820,Word,मिश्री
hi:W:000076821,Word,मिसरी
hi:W:000076830,Word,राजगीर
hi:W:000076831,Word,राजमिस्त्री
hi:W:000076832,Word,राज-मिस्त्री
hi:W:000076833,Word,थवई
hi:W:000076834,Word,मेमार
hi:W:000076836,Word,गजधर
hi:W:000076840,Word,मिस्सी
hi:W:000076850,Word,मधुरव्य
hi:W:000076860,Word,अरबी_घोड़ा
hi:W:000076900,Word,मुँहचोर
hi:W:000076930,Word,प्राकृतिक_छिद्र
hi:W:000076931,Word,प्राकृतिक_छेद
hi:W:000076940,Word,भँगेड़ी
hi:W:000076941,Word,भंगड़
hi:W:000076942,Word,भंगी
hi:W:000076943,Word,बंगी
hi:W:000076950,Word,बाढ़ग्रस्त
hi:W:000076951,Word,बाढ़-ग्रस्त
hi:W:000076952,Word,बाढ़पीड़ित
hi:W:000076953,Word,बाढ़-पीड़ित
hi:W:000076960,Word,आतिशी_शीशा
hi:W:000076961,Word,आतशी_शीशा
hi:W:000076970,Word,मुकुट
hi:W:000076971,Word,किरीट
hi:W:000076991,Word,बाढ़_पीड़ित
hi:W:000077002,Word,टेक
hi:W:000077010,Word,आकर्षित
hi:W:000077011,Word,आकृष्ट
hi:W:000077012,Word,मंत्रमुग्ध
hi:W:000077013,Word,कर्षित
hi:W:000077015,Word,आकृष्यमाण
hi:W:000077020,Word,सम्मोहित
hi:W:000077030,Word,तनखैया
hi:W:000077040,Word,हवादार
hi:W:000077050,Word,मुजरा
hi:W:000077051,Word,मोजरा
hi:W:000077060,Word,पशुपालन_विज्ञान
hi:W:000077061,Word,पशुपालन_शास्त्र
hi:W:000077062,Word,पशु-पालन_विद्या
hi:W:000077070,Word,मुट्ठी
hi:W:000077071,Word,मुष्टि
hi:W:000077072,Word,मुष्टिका
hi:W:000077073,Word,मूठी
hi:W:000077074,Word,मुश्त
hi:W:000077091,Word,मुठी
hi:W:000077100,Word,मुक्की
hi:W:000077110,Word,मुद्रक
hi:W:000077111,Word,मुद्रण_कर्ता
hi:W:000077121,Word,ठवन
hi:W:000077122,Word,पोज
hi:W:000077123,Word,पोज़
hi:W:000077130,Word,बीयर
hi:W:000077131,Word,बियर
hi:W:000077150,Word,ब्रांडी
hi:W:000077151,Word,ब्राँडी
hi:W:000077161,Word,छपा_हुआ
hi:W:000077170,Word,तीर्थंकर
hi:W:000077174,Word,अर्हत्
hi:W:000077177,Word,जिन_देव
hi:W:000077178,Word,जिनदेव
hi:W:000077179,Word,तीर्थकर
hi:W:000077187,Word,कोबिद
hi:W:0000771810,Word,विवेकज्ञ
hi:W:0000771812,Word,अल्लामा
hi:W:0000771813,Word,अल्लामह
hi:W:000077191,Word,महूरत
hi:W:000077192,Word,मुहूरत
hi:W:000077200,Word,वोद्का
hi:W:000077201,Word,वोदका
hi:W:000077202,Word,वोडका
hi:W:000077210,Word,मूँग
hi:W:000077211,Word,मूंग
hi:W:000077212,Word,वलाट
hi:W:000077213,Word,वर्णार्ह
hi:W:000077220,Word,मूँगफली
hi:W:000077221,Word,मूंगफली
hi:W:000077222,Word,चीनिया_बादाम
hi:W:000077223,Word,मूमफली
hi:W:000077224,Word,चीना_बादाम
hi:W:000077240,Word,मूत
hi:W:000077241,Word,पेशाब
hi:W:000077242,Word,मूत्र
hi:W:000077244,Word,कारूरा
hi:W:000077245,Word,यूरिन
hi:W:000077250,Word,देव_मूर्ति
hi:W:000077251,Word,देव_विग्रह
hi:W:000077252,Word,देव_प्रतिमा
hi:W:000077260,Word,आधारभूत
hi:W:000077261,Word,बुनियादी
hi:W:000077262,Word,मूलभूत
hi:W:000077263,Word,मूलगत
hi:W:000077280,Word,उपयोगिता
hi:W:000077292,Word,कीलक
hi:W:000077300,Word,प्रमेह
hi:W:000077302,Word,प्रमेह_रोग
hi:W:000077303,Word,परमा
hi:W:000077310,Word,मेहतर
hi:W:000077312,Word,जमादार
hi:W:000077313,Word,मेहत्तर
hi:W:000077314,Word,शौचालय_कर्मी
hi:W:000077315,Word,चुहड़ा
hi:W:000077316,Word,चूहड़ा
hi:W:000077320,Word,अहिल्या
hi:W:000077321,Word,अहल्या
hi:W:000077323,Word,मैत्रेयी
hi:W:000077330,Word,समतल_भूमि
hi:W:000077331,Word,सपाट_भूमि
hi:W:000077332,Word,समस्थल
hi:W:000077333,Word,समभूमि
hi:W:000077334,Word,सपाट_जमीन
hi:W:000077340,Word,मैना
hi:W:000077341,Word,सारिका
hi:W:000077344,Word,मदना
hi:W:000077346,Word,पाठशालिनी
hi:W:000077347,Word,चित्रपदा
hi:W:000077348,Word,चित्रपादा
hi:W:000077349,Word,मधुरालापा
hi:W:0000773410,Word,शारि
hi:W:0000773411,Word,शालिका
hi:W:0000773412,Word,चित्राक्षी
hi:W:0000773413,Word,पाठमंजरी
hi:W:0000773414,Word,पाठमञ्जरी
hi:W:0000773415,Word,चित्रनेत्रा
hi:W:0000773418,Word,सूक्ता
hi:W:000077351,Word,मेनका
hi:W:000077360,Word,मैनाक
hi:W:000077361,Word,गिरिसुत
hi:W:000077362,Word,हिमालयज
hi:W:000077363,Word,मैनाक_पर्वत
hi:W:000077370,Word,तलछट
hi:W:000077371,Word,तलोंछ
hi:W:000077372,Word,तलौछ
hi:W:000077375,Word,खूद
hi:W:000077380,Word,चौड़ा
hi:W:000077391,Word,पराजित_होना
hi:W:000077392,Word,असफल_होना
hi:W:000077393,Word,हार_जाना
hi:W:000077400,Word,टेढ़ा_करना
hi:W:000077401,Word,मोड़ना
hi:W:000077410,Word,मोम
hi:W:000077411,Word,शिक्थ
hi:W:000077412,Word,मधुसंभव
hi:W:000077413,Word,मधुसम्भव
hi:W:000077414,Word,मधुशेष
hi:W:000077415,Word,मधूत्थ
hi:W:000077416,Word,मधूत्थित
hi:W:000077417,Word,मधूच्छिष्ट
hi:W:000077418,Word,मधूवक
hi:W:000077431,Word,परिखा
hi:W:000077434,Word,परिखात
hi:W:000077435,Word,प्रतिकूप
hi:W:000077451,Word,विमोह
hi:W:000077453,Word,व्यामोह
hi:W:000077460,Word,अशरफी
hi:W:000077461,Word,अशरफ़ी
hi:W:000077462,Word,अशर्फ़ी
hi:W:000077463,Word,अशर्फी
hi:W:000077470,Word,रम
hi:W:000077481,Word,सेनामुख
hi:W:000077482,Word,हरावल
hi:W:000077483,Word,सेनाग्र
hi:W:000077484,Word,अरावल
hi:W:000077490,Word,घटनास्थल
hi:W:000077491,Word,घटना-स्थल
hi:W:000077492,Word,घटना_स्थल
hi:W:000077493,Word,मौक़ा-ए-वारदात
hi:W:000077494,Word,मौका-ए-वारदात
hi:W:000077500,Word,मौसा
hi:W:000077501,Word,मउसा
hi:W:000077502,Word,खालू
hi:W:000077503,Word,ख़ालू
hi:W:000077520,Word,यजुर्वेद
hi:W:000077521,Word,यजुश्रुति
hi:W:000077522,Word,यजु
hi:W:000077523,Word,जजु
hi:W:000077530,Word,अभियान
hi:W:000077540,Word,ममियौरा
hi:W:000077541,Word,ममियाउर
hi:W:000077550,Word,पेशकार
hi:W:000077560,Word,तीर्थ_यात्रा
hi:W:000077561,Word,तीर्थयात्रा
hi:W:000077562,Word,तीर्थाटन
hi:W:000077563,Word,तीरथ
hi:W:000077565,Word,ज़ियारत
hi:W:000077566,Word,जियारत
hi:W:000077570,Word,पर्यटक
hi:W:000077571,Word,सैलानी
hi:W:000077580,Word,मौसिहर
hi:W:000077590,Word,संयुक्त
hi:W:000077592,Word,सम्बद्ध
hi:W:000077593,Word,योजित
hi:W:000077594,Word,संयोजित
hi:W:000077595,Word,श्लिष्ट
hi:W:000077598,Word,अनुषंगिक
hi:W:000077599,Word,अनुषक्त
hi:W:0000775910,Word,आर्ग्रस्त
hi:W:0000775918,Word,अव्यावृत
hi:W:0000775922,Word,आश्लिष्ट
hi:W:0000775923,Word,इजमाली
hi:W:0000775924,Word,युज्य
hi:W:000077600,Word,टूथ_पेस्ट
hi:W:000077601,Word,टूथपेस्ट
hi:W:000077602,Word,पेस्ट
hi:W:000077620,Word,ग्रहयोग
hi:W:000077621,Word,ग्रहयुति
hi:W:000077644,Word,साइत
hi:W:000077645,Word,सायत
hi:W:000077646,Word,साअत
hi:W:000077660,Word,संबंध
hi:W:000077661,Word,सम्बन्ध
hi:W:000077663,Word,नाता
hi:W:000077664,Word,ताल्लुक़
hi:W:000077665,Word,ताल्लुक
hi:W:000077666,Word,तालुक
hi:W:000077669,Word,सरोकार
hi:W:0000776610,Word,लेना-देना
hi:W:0000776611,Word,लेनादेना
hi:W:0000776612,Word,तअल्लुक़
hi:W:0000776615,Word,निस्बत
hi:W:0000776616,Word,इज़ाफ़त
hi:W:0000776617,Word,इजाफत
hi:W:000077670,Word,हठयोग
hi:W:000077671,Word,हठविद्या
hi:W:000077672,Word,हठ_योग
hi:W:000077673,Word,हठ_विद्या
hi:W:000077680,Word,आत्मज्ञानी
hi:W:000077681,Word,योगी
hi:W:000077682,Word,आत्मदर्शी
hi:W:000077683,Word,आत्मद्रष्टा
hi:W:000077684,Word,तत्वदर्शी
hi:W:000077685,Word,स्वदर्शी
hi:W:000077686,Word,आत्मरत
hi:W:000077687,Word,जोगी
hi:W:000077690,Word,पोहा
hi:W:000077702,Word,अभिकल्पन
hi:W:000077703,Word,स्कीम
hi:W:000077704,Word,प्लान
hi:W:000077710,Word,बाँदा_जिला
hi:W:000077711,Word,बांदा_जिला
hi:W:000077712,Word,बाँदा_ज़िला
hi:W:000077713,Word,बांदा_ज़िला
hi:W:000077714,Word,बाँदा
hi:W:000077715,Word,बांदा
hi:W:000077720,Word,तत्पुरुष
hi:W:000077721,Word,तत्पुरुष_समास
hi:W:000077730,Word,पहलवान
hi:W:000077731,Word,कुश्तीबाज
hi:W:000077732,Word,मल्ल_योद्धा
hi:W:000077733,Word,कुश्तीबाज़
hi:W:000077734,Word,पट्ठा
hi:W:000077735,Word,मल्ल
hi:W:000077736,Word,दंगलबाज
hi:W:000077737,Word,दंगलबाज़
hi:W:000077738,Word,पहेलवान
hi:W:000077739,Word,अखड़ैत
hi:W:0000777310,Word,अखाड़िया
hi:W:0000777311,Word,कुश्तीगीर
hi:W:000077740,Word,सैनिक
hi:W:000077745,Word,पलटनिया
hi:W:000077746,Word,फ़ौज़ी
hi:W:000077747,Word,फौजी
hi:W:000077748,Word,फ़ौजी
hi:W:0000777412,Word,जंवा
hi:W:000077752,Word,होलिकोत्सव
hi:W:000077760,Word,सम्मिलित
hi:W:000077762,Word,युक्त
hi:W:000077763,Word,अन्वित
hi:W:000077764,Word,अभिव्याप्त
hi:W:000077770,Word,सतरंगा
hi:W:000077771,Word,सतरंग
hi:W:000077781,Word,कारोबारी
hi:W:000077782,Word,कारबारी
hi:W:000077783,Word,पेशेवर
hi:W:000077784,Word,पेशावर
hi:W:000077787,Word,बिजनेसमैन
hi:W:000077800,Word,नाट्यकार
hi:W:000077801,Word,नाटककार
hi:W:000077810,Word,रंग-बिरंगा
hi:W:000077811,Word,रंग_बिरंगा
hi:W:000077812,Word,रंगबिरंगा
hi:W:000077813,Word,बहुरंग
hi:W:000077814,Word,बहुरंगा
hi:W:000077821,Word,ठिठोलिया
hi:W:000077822,Word,मसखरा
hi:W:000077823,Word,ठिठोलबाज
hi:W:000077824,Word,ठिठोलबाज़
hi:W:000077825,Word,दिल्लगीबाज
hi:W:000077826,Word,दिल्लगीबाज़
hi:W:000077827,Word,मजाकिया
hi:W:000077828,Word,मज़ाक़िया
hi:W:000077829,Word,हँसोड़
hi:W:000077830,Word,बसियौरा
hi:W:000077831,Word,बसिऔरा
hi:W:000077832,Word,बसौड़ा
hi:W:000077833,Word,बासौड़ा
hi:W:000077841,Word,दून
hi:W:000077870,Word,संरक्षक
hi:W:000077880,Word,रखैल
hi:W:000077881,Word,रखेली
hi:W:000077882,Word,रखेल
hi:W:000077883,Word,रक्षिता
hi:W:000077884,Word,उपपत्नी
hi:W:000077885,Word,उप-पत्नी
hi:W:000077887,Word,धरेल
hi:W:000077888,Word,धरेली
hi:W:000077889,Word,उढ़री
hi:W:0000778810,Word,रखुई
hi:W:0000778811,Word,रखनी
hi:W:0000778812,Word,दाश्ता
hi:W:0000778813,Word,अवरुद्धा
hi:W:0000778815,Word,आसरैत
hi:W:0000778816,Word,करौंदिया
hi:W:000077900,Word,लेखक
hi:W:000077901,Word,अक्षरजीवी
hi:W:000077902,Word,क़लमकार
hi:W:000077903,Word,क़लमजीवी
hi:W:000077904,Word,अक्षरजीवक
hi:W:000077905,Word,कातिब
hi:W:000077906,Word,मुसन्निफ़
hi:W:000077907,Word,मुसन्निफ
hi:W:000077908,Word,मसिपण्य
hi:W:000077909,Word,वोरक
hi:W:000077910,Word,रंगरेज
hi:W:000077911,Word,रंगरेज़
hi:W:000077912,Word,रङ्गरेज़
hi:W:000077913,Word,रङ्गरेज
hi:W:000077914,Word,रँगिया
hi:W:000077917,Word,रंगरेज़ा
hi:W:000077918,Word,रङ्गरेजा
hi:W:000077919,Word,रंगाजीव
hi:W:0000779110,Word,रङ्गाजीव
hi:W:0000779111,Word,रंगसाज़
hi:W:0000779112,Word,रंगसाज
hi:W:0000779113,Word,रङ्गसाज़
hi:W:0000779114,Word,रङ्गसाज
hi:W:0000779115,Word,रंगभरिया
hi:W:0000779116,Word,नीलगर
hi:W:0000779117,Word,रंगावतारक
hi:W:0000779118,Word,रङ्गावतारक
hi:W:0000779119,Word,लिलारी
hi:W:000077920,Word,रजोगुण
hi:W:000077922,Word,राजस
hi:W:000077930,Word,रजतजयंती
hi:W:000077931,Word,रजत-जयंती
hi:W:000077932,Word,रजत_जयंती
hi:W:000077933,Word,रजतजयन्ती
hi:W:000077934,Word,रजत-जयन्ती
hi:W:000077935,Word,रजत_जयन्ती
hi:W:000077936,Word,सिल्वर_जुबली
hi:W:000077937,Word,पचीसवीं_जयंती
hi:W:000077938,Word,पचीसवीं_वर्षगाँठ
hi:W:000077939,Word,पचीसवीं_जयन्ती
hi:W:0000779310,Word,पचीसवीं_वर्षगांठ
hi:W:000077940,Word,रुपहला
hi:W:000077941,Word,रुपहरा
hi:W:000077942,Word,रुपौला
hi:W:000077950,Word,रति
hi:W:000077951,Word,मन्मथप्रिया
hi:W:000077952,Word,रति_देवी
hi:W:000077954,Word,शुभांगी
hi:W:000077955,Word,रागलता
hi:W:000077960,Word,युवती
hi:W:000077961,Word,तरुणी
hi:W:000077962,Word,मुट्ठामुहेर
hi:W:000077970,Word,चिलगोज़ा
hi:W:000077971,Word,चिलगोजा
hi:W:000077972,Word,न्योजी
hi:W:000077973,Word,नेवजा
hi:W:000077980,Word,किरण
hi:W:000077981,Word,किरन
hi:W:000077982,Word,विभा
hi:W:000077983,Word,रश्मि
hi:W:000077984,Word,अंशु
hi:W:000077986,Word,मरिचिका
hi:W:000077987,Word,मयूख
hi:W:0000779812,Word,त्विषि
hi:W:0000779814,Word,द्युत्
hi:W:000077990,Word,गोंद
hi:W:000077991,Word,निर्यास
hi:W:000077992,Word,लासा
hi:W:000077993,Word,लस
hi:W:000078001,Word,निर्यूस
hi:W:000078010,Word,फल_रस
hi:W:000078021,Word,जायका
hi:W:000078022,Word,लज़्ज़त
hi:W:000078023,Word,लज्जत
hi:W:000078028,Word,आस्वाद
hi:W:000078030,Word,कौफीन
hi:W:000078031,Word,कोपीन
hi:W:000078041,Word,शोरबा
hi:W:000078044,Word,झोर
hi:W:000078045,Word,आबजोश
hi:W:000078050,Word,रसायन
hi:W:000078051,Word,स्वर्ण_सिद्धि
hi:W:000078052,Word,कीमियागरी
hi:W:000078061,Word,कीमियाँ
hi:W:000078062,Word,कीमियां
hi:W:000078063,Word,कीमिया
hi:W:000078071,Word,उपधारा
hi:W:000078081,Word,रासायनिक_द्रव्य
hi:W:000078090,Word,रासायनिकी
hi:W:000078091,Word,रसायन_शास्त्र
hi:W:000078092,Word,रसायन_विज्ञान
hi:W:000078094,Word,कैमिस्ट्री
hi:W:000078096,Word,रसायनशास्त्र
hi:W:000078100,Word,भिजवाना
hi:W:000078101,Word,भेजवाना
hi:W:000078103,Word,पहुँचवाना
hi:W:000078110,Word,राजनीति
hi:W:000078111,Word,राजनय
hi:W:000078121,Word,राजसभा
hi:W:000078123,Word,राज-सभा
hi:W:000078130,Word,राज्यसभा
hi:W:000078131,Word,राज्य-सभा
hi:W:000078133,Word,राज_सभा
hi:W:000078134,Word,राज्य_सभा
hi:W:000078136,Word,उच्च_सदन
hi:W:000078137,Word,ऊँचा_सदन
hi:W:000078140,Word,राज्यपाल
hi:W:000078141,Word,गवर्नर
hi:W:000078142,Word,गवरनर
hi:W:000078150,Word,भरत
hi:W:000078161,Word,शाकुंतलेय
hi:W:000078162,Word,शाकुन्तलेय
hi:W:000078170,Word,सरकारी
hi:W:000078171,Word,शासकीय
hi:W:000078190,Word,राष्ट्रवाद
hi:W:000078200,Word,राष्ट्रीयता
hi:W:000078201,Word,देशप्रेम
hi:W:000078202,Word,राष्ट्रप्रेम
hi:W:000078203,Word,देश-प्रेम
hi:W:000078204,Word,राष्ट्र-प्रेम
hi:W:000078205,Word,राष्ट्र_प्रेम
hi:W:000078206,Word,देश_प्रेम
hi:W:000078220,Word,भालू
hi:W:000078221,Word,रीछ
hi:W:000078223,Word,भल्लूक
hi:W:000078224,Word,भल्लक
hi:W:000078225,Word,बल्लुक
hi:W:000078226,Word,दीर्घरोम
hi:W:000078230,Word,कूड़ादानी
hi:W:000078231,Word,कूड़ेदानी
hi:W:000078232,Word,कचरा_डिब्बा
hi:W:000078233,Word,कचरा_डब्बा
hi:W:000078234,Word,कूड़ादान
hi:W:000078235,Word,कूड़ेदान
hi:W:000078236,Word,कचराडिब्बा
hi:W:000078237,Word,कचरापात्र
hi:W:000078238,Word,कचरापेटी
hi:W:000078240,Word,पुलिन
hi:W:000078250,Word,मफ़लर
hi:W:000078251,Word,मफलर
hi:W:000078252,Word,गुलूबंद
hi:W:000078253,Word,गलबंदनी
hi:W:000078260,Word,पाँयचा
hi:W:000078261,Word,पौंचा
hi:W:000078262,Word,पाँयँचा
hi:W:000078270,Word,रूमाल
hi:W:000078271,Word,रुमाल
hi:W:000078280,Word,कौस्तुभ_मणि
hi:W:000078281,Word,कौस्तुभ
hi:W:000078282,Word,देवमणि
hi:W:000078283,Word,देवमानक
hi:W:000078290,Word,त्रसरेणु
hi:W:000078291,Word,हेमरेणु
hi:W:000078292,Word,सुरेणु
hi:W:000078300,Word,रेह
hi:W:000078301,Word,मिट्टी-का-फूल
hi:W:000078302,Word,मिट्टी_का_फूल
hi:W:000078304,Word,पांशुलवण
hi:W:000078305,Word,सर्वगण
hi:W:000078310,Word,बुरादा
hi:W:000078321,Word,रेतनी
hi:W:000078332,Word,सैकती_ज़मीन
hi:W:000078333,Word,रेतीली_भूमि
hi:W:000078342,Word,नाकाम_होना
hi:W:000078343,Word,विफल_होना
hi:W:000078380,Word,आतिशबाजी
hi:W:000078381,Word,आतिशबाज़ी
hi:W:000078382,Word,आतशबाज़ी
hi:W:000078383,Word,आतशबाजी
hi:W:000078384,Word,पटाखा
hi:W:000078385,Word,पटाका
hi:W:000078386,Word,फटाका
hi:W:000078390,Word,झल्लाहट
hi:W:000078391,Word,झुंझलाहट
hi:W:000078392,Word,बौखलाहट
hi:W:000078393,Word,भभक
hi:W:000078400,Word,लंगूर
hi:W:000078401,Word,कृष्णमुख
hi:W:000078402,Word,ढेंढवा
hi:W:000078403,Word,वृक्षशायिक
hi:W:000078404,Word,असितानन
hi:W:000078410,Word,लंगोट
hi:W:000078411,Word,लंगोटा
